,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,target
10,-0.4029139,0.53552353,-0.09588972,0.2506022,0.28325978,0.06995614,-0.17139658,0.33459455,-0.26242802,0.45454296,-0.4613645,-0.3669221,-0.23436522,-0.045922246,0.055189848,-0.060396023,0.18344258,-0.25566643,0.19211723,-0.31156605,0.20371953,0.201665,0.06448797,-0.116630815,0.36638975,0.28948888,-0.252366,-0.61033857,-0.1273842,-0.07801704,0.81194323,-0.0023160153,0.060614027,-0.27525932,-0.24422133,0.11870483,-0.24098174,-0.01817919,0.0077540316,-0.5543298,0.34660047,-0.07793297,-0.14450997,0.14093205,-0.23382588,-0.22228248,-0.42069173,0.23291418,0.23157477,0.14608198,0.30495638,-0.29014346,-0.08412711,0.27989262,0.1418236,0.39643702,0.14745888,-0.17850229,-0.38889804,0.21830168,0.19116618,0.28595188,-0.24468656,0.19036353,-0.07301921,0.16314253,0.0997657,0.32697076,-0.047693655,0.3386919,-0.19724016,0.12512222,0.20862977,0.06704022,0.36029917,0.19059417,0.2365983,-0.037919857,0.05317664,-0.41159567,-0.27004242,-0.2867709,-0.27459902,0.5193571,0.0035977904,-0.21188772,-0.054952733,0.4407188,0.25850916,-0.14627051,0.19586633,0.21782967,0.20853992,0.010058082,0.0040149586,0.3732919,0.005114619,-0.21762308,-0.04373528,0.10192671,alt.atheism
11,-0.43919113,0.58248186,-0.10257901,0.2768928,0.30844095,0.072659366,-0.18549526,0.36813793,-0.29152724,0.4943881,-0.49867117,-0.40019384,-0.25391832,-0.0480702,0.06010008,-0.06720038,0.19872154,-0.27814665,0.20792805,-0.3391897,0.22099815,0.22128247,0.070945375,-0.12800437,0.3978731,0.3126968,-0.2768089,-0.66057724,-0.13966943,-0.085254736,0.8787494,-0.0035253607,0.069861375,-0.30215377,-0.26555178,0.13209896,-0.26179826,-0.020712154,0.0045267977,-0.603757,0.3749221,-0.08651174,-0.15680207,0.15369254,-0.25204113,-0.2454175,-0.45655978,0.25079829,0.25478026,0.1602411,0.3337497,-0.3147894,-0.09048064,0.30379507,0.15427464,0.42958352,0.16355328,-0.19684874,-0.42270818,0.23794349,0.20820671,0.3111024,-0.26777297,0.20512049,-0.084182754,0.17921795,0.10837186,0.3568333,-0.055150166,0.368665,-0.21270163,0.13986033,0.22970784,0.07028833,0.39413047,0.20899615,0.2576565,-0.037920296,0.05197775,-0.44761077,-0.29521117,-0.3122983,-0.299207,0.5647264,0.0031017219,-0.230758,-0.057897672,0.4783273,0.2833084,-0.15700285,0.21563335,0.23750994,0.2257787,0.014363649,0.0062679495,0.4050126,0.005338518,-0.23727208,-0.046707746,0.11068971,alt.atheism
12,-0.40003708,0.5288226,-0.09033126,0.25360087,0.28001136,0.059527703,-0.1675405,0.35171214,-0.27019468,0.44688293,-0.45277834,-0.37326053,-0.23304822,-0.04171934,0.056477252,-0.059875824,0.17760892,-0.25814122,0.19404373,-0.32139423,0.20791078,0.19924532,0.068080716,-0.12499038,0.35666734,0.28836924,-0.25948557,-0.5961351,-0.12584439,-0.077007025,0.80044854,-0.0049108625,0.06982868,-0.2749636,-0.23389708,0.12152028,-0.23663588,-0.024024764,-0.0027508282,-0.55973476,0.34051475,-0.08383778,-0.15230753,0.14234404,-0.22953399,-0.22588003,-0.41655046,0.22843902,0.22894128,0.15325882,0.3064839,-0.28942963,-0.08716451,0.27909786,0.14028223,0.39186636,0.15145008,-0.17918187,-0.39014977,0.22370195,0.1924973,0.28336582,-0.24620321,0.18418269,-0.08587209,0.17039791,0.09837636,0.32424575,-0.05451364,0.34089997,-0.19175155,0.13386318,0.21433447,0.06448252,0.36276606,0.19105093,0.2381463,-0.035314932,0.04102343,-0.40530828,-0.26824588,-0.27666992,-0.2727195,0.5205554,-0.0019284233,-0.20715383,-0.053319007,0.43843487,0.25997677,-0.14248395,0.20742166,0.21712834,0.2102863,0.019364662,0.014342296,0.37038234,0.0031670956,-0.22695063,-0.042851258,0.10201629,alt.atheism
14,-0.3950734,0.5200726,-0.08776905,0.25263357,0.27541694,0.04836461,-0.16384578,0.3689055,-0.27399766,0.44382316,-0.44705606,-0.38237068,-0.23119105,-0.0412983,0.05576109,-0.05618929,0.17729197,-0.2587831,0.19554959,-0.33431348,0.21201137,0.19845156,0.07195581,-0.13151376,0.3459722,0.29030463,-0.2675245,-0.5850173,-0.12214185,-0.077566065,0.7912739,-0.009825224,0.08071441,-0.27337012,-0.22570786,0.12492931,-0.23415828,-0.031435166,-0.013229947,-0.5667572,0.33176592,-0.087178476,-0.16143502,0.14993341,-0.22587287,-0.22734126,-0.41583258,0.22262307,0.22320691,0.16027315,0.3028771,-0.29096228,-0.09172426,0.28170672,0.13900432,0.38526547,0.15375754,-0.1821508,-0.3922433,0.23237573,0.19334781,0.28241208,-0.244693,0.1794806,-0.096954055,0.1756419,0.095262185,0.31910002,-0.059496462,0.348098,-0.18927649,0.14084494,0.21652015,0.06170872,0.36440438,0.19578953,0.23745175,-0.03656232,0.03066751,-0.40622836,-0.26572445,-0.2680515,-0.27136123,0.5226582,-0.010541567,-0.2025373,-0.056165513,0.4362457,0.259124,-0.1404489,0.21742782,0.2135961,0.21485367,0.02618948,0.027007803,0.3743107,-0.0016528347,-0.23378704,-0.042984627,0.10407583,alt.atheism
15,-0.20647019,0.2739693,-0.039562143,0.1392375,0.13957818,0.019708453,-0.08081928,0.21007346,-0.15244243,0.23407778,-0.2295378,-0.21014756,-0.12099186,-0.015430581,0.027642103,-0.031120773,0.094413705,-0.13911241,0.102513075,-0.18604459,0.117006965,0.1047752,0.04309414,-0.07403631,0.1720156,0.14796746,-0.149645,-0.3015684,-0.059897307,-0.038310952,0.41405332,-0.005262085,0.052913327,-0.14466475,-0.109554365,0.06881246,-0.11504699,-0.026948445,-0.014497917,-0.30572426,0.16855122,-0.05049164,-0.08877889,0.08095802,-0.112130724,-0.12484379,-0.22296508,0.11865326,0.11852714,0.088681474,0.15653679,-0.15247123,-0.05426737,0.1489537,0.067640714,0.19749497,0.088867255,-0.09516715,-0.21018332,0.12680493,0.103255644,0.14439608,-0.13130471,0.089707784,-0.060311258,0.093531996,0.049944244,0.17096268,-0.034322076,0.19136432,-0.09821035,0.08028658,0.122908905,0.027681096,0.19963749,0.10841784,0.12954414,-0.018112976,0.006093469,-0.20841049,-0.13672557,-0.13526453,-0.14115438,0.28221893,-0.011444098,-0.10661025,-0.026930325,0.23097032,0.14168376,-0.0740239,0.12651359,0.11176319,0.1107123,0.014077963,0.028087348,0.19204853,-0.0014627358,-0.13301753,-0.01985049,0.05799904,alt.atheism
16,-0.42754793,0.5619862,-0.08488,0.27785447,0.29198802,0.034910228,-0.17728488,0.43218255,-0.3084484,0.47478795,-0.4820188,-0.43289113,-0.25021335,-0.035586476,0.06149235,-0.05778234,0.18608165,-0.2886522,0.2158866,-0.3903365,0.24264026,0.21336603,0.09521284,-0.1624219,0.35921088,0.31840423,-0.30645564,-0.62339824,-0.12448719,-0.08286167,0.8529401,-0.014978323,0.10247681,-0.29942715,-0.23258753,0.1413848,-0.2534074,-0.05316205,-0.03514369,-0.6377122,0.3565928,-0.1034875,-0.1964484,0.17096327,-0.2323665,-0.2570428,-0.4581554,0.23796503,0.24653487,0.1804017,0.32843402,-0.3204185,-0.103319,0.3140464,0.14999008,0.4146813,0.17376448,-0.20151831,-0.43532142,0.2679919,0.21198212,0.30492836,-0.2735486,0.18468875,-0.122636355,0.20346563,0.10394264,0.34875453,-0.07862594,0.39637962,-0.203454,0.16923624,0.24625014,0.06992973,0.40665853,0.2147553,0.26244602,-0.04333963,0.0141246645,-0.4347876,-0.28765532,-0.27031502,-0.3018194,0.5823477,-0.025343535,-0.21231942,-0.06503592,0.47708178,0.28734255,-0.14497711,0.26249197,0.2344892,0.24425513,0.040260643,0.052698363,0.41348505,-0.0051642205,-0.26784804,-0.039173704,0.1227029,alt.atheism
17,-0.47264615,0.6238874,-0.12243622,0.28961006,0.33757436,0.09329808,-0.20978609,0.36090577,-0.2971635,0.5379621,-0.5435937,-0.4111785,-0.2767001,-0.060984503,0.067552894,-0.07307452,0.2112998,-0.29457006,0.22234054,-0.34165716,0.23116651,0.23959266,0.068092644,-0.12035097,0.44314647,0.33381078,-0.2823114,-0.72183305,-0.15191628,-0.09311207,0.95044786,-0.001192676,0.06227336,-0.3256668,-0.30021697,0.13121815,-0.2923602,-0.00877975,0.020617066,-0.6281963,0.40996027,-0.08837736,-0.15599668,0.16224675,-0.27848232,-0.2583447,-0.48571676,0.2710523,0.27395013,0.16185746,0.3572968,-0.33620587,-0.094007365,0.32497856,0.17168444,0.46451005,0.1668222,-0.20858362,-0.4472879,0.2470757,0.22049172,0.33125052,-0.27989742,0.22767824,-0.06755594,0.1801394,0.116950214,0.38015085,-0.047879964,0.3845347,-0.22880119,0.13846557,0.2319454,0.084333986,0.41304958,0.21694168,0.27436504,-0.043507382,0.07214746,-0.48840025,-0.31852168,-0.34433848,-0.3194028,0.5981299,0.011319466,-0.24963477,-0.061691467,0.5122149,0.29873177,-0.17513722,0.21239845,0.25530443,0.2368558,0.006316663,-0.013287331,0.4349586,0.009438053,-0.24094409,-0.05737309,0.112610266,alt.atheism
18,-0.41970763,0.5512412,-0.10369336,0.25936297,0.2987873,0.0807204,-0.18446968,0.33447957,-0.2664924,0.47490484,-0.4792751,-0.3732548,-0.24693137,-0.04991721,0.05870494,-0.060200065,0.18523043,-0.2638844,0.20039926,-0.31500623,0.20993449,0.21216679,0.06306128,-0.112697564,0.38565317,0.30028012,-0.25280353,-0.6374467,-0.13477848,-0.08179191,0.8439792,-0.0046926686,0.05908812,-0.28700823,-0.2609191,0.116562404,-0.25527722,-0.011635182,0.0125879785,-0.5648154,0.36442855,-0.0841937,-0.1442025,0.14421034,-0.24582703,-0.22847717,-0.43221474,0.23932803,0.24382536,0.14916359,0.31687385,-0.30196473,-0.081429884,0.29119143,0.15089524,0.41095167,0.1491328,-0.18488334,-0.40066373,0.22405125,0.1959255,0.29683068,-0.24864161,0.20288168,-0.06379594,0.16526385,0.102379926,0.33925134,-0.045142066,0.34825805,-0.20061913,0.12827685,0.2097239,0.071029276,0.36998254,0.19225182,0.24799235,-0.039693456,0.06175076,-0.4320858,-0.28443915,-0.3042243,-0.28777725,0.53576744,0.007021093,-0.22128889,-0.059755318,0.45713305,0.26384154,-0.15834838,0.19458225,0.22469957,0.2112434,0.008678083,-0.009769396,0.3883691,0.0086221965,-0.21927227,-0.051324576,0.10099738,alt.atheism
19,-0.34935626,0.4616952,-0.07569796,0.22438551,0.24309346,0.0414646,-0.14218941,0.3257859,-0.24320039,0.38891578,-0.39332643,-0.33696067,-0.20354497,-0.034401327,0.049664956,-0.04903664,0.1552885,-0.22958118,0.1742167,-0.29300728,0.18898028,0.1740715,0.06420189,-0.1179493,0.30462492,0.25544044,-0.23387815,-0.51631415,-0.10798567,-0.067987084,0.6990069,-0.008077296,0.06898817,-0.2405233,-0.19666299,0.11211366,-0.20469901,-0.029043047,-0.013183653,-0.4994396,0.29473802,-0.077872075,-0.14209278,0.13005069,-0.19810414,-0.20260967,-0.36823776,0.19799568,0.19748203,0.14256178,0.26880592,-0.25830084,-0.08183536,0.24937966,0.12221948,0.340694,0.1369924,-0.1609903,-0.34731612,0.2054819,0.17203265,0.24871169,-0.2159242,0.1582998,-0.0862361,0.15327336,0.08468202,0.28262103,-0.053083617,0.30649227,-0.16801621,0.124681614,0.19273588,0.05463485,0.32200176,0.1724167,0.2102032,-0.032874383,0.02681278,-0.35643363,-0.23637514,-0.23562337,-0.23925243,0.46303678,-0.01070891,-0.17897648,-0.048674133,0.38555744,0.2298335,-0.12154953,0.19237675,0.19039887,0.19065844,0.021479266,0.024082815,0.32690752,-0.00036849923,-0.20643687,-0.03632587,0.092521936,alt.atheism
20,-0.4812095,0.63318515,-0.110452384,0.30145225,0.34022653,0.08251551,-0.20500962,0.4008159,-0.31548226,0.5449862,-0.56021655,-0.43867385,-0.28390312,-0.04774379,0.07156481,-0.07214834,0.21499375,-0.30499998,0.23367845,-0.36456916,0.24153739,0.24401924,0.07329686,-0.13918932,0.44608837,0.34346893,-0.3037357,-0.7328065,-0.15096809,-0.09869501,0.98350483,-0.0019451843,0.07104485,-0.3318568,-0.29919714,0.1369827,-0.28829798,-0.013400931,0.011383393,-0.6697658,0.42234597,-0.09632648,-0.1658748,0.16340162,-0.2803005,-0.26743972,-0.5024031,0.2839255,0.28379574,0.17344102,0.37194878,-0.34614775,-0.09347306,0.33525887,0.16753885,0.4809524,0.17857099,-0.21487568,-0.46235937,0.26696387,0.22753413,0.35256875,-0.29558176,0.23277964,-0.08474533,0.19889787,0.120371975,0.3951142,-0.057898846,0.40350425,-0.23292324,0.14913659,0.24620277,0.084770955,0.43296483,0.22419776,0.2923721,-0.034313004,0.06205988,-0.49559867,-0.32545102,-0.3514824,-0.33406556,0.6253971,0.005707666,-0.25408086,-0.06055418,0.5298173,0.30708137,-0.17810328,0.23361675,0.26206172,0.24835181,0.01625506,-0.004450182,0.45524466,0.008707111,-0.25891742,-0.05108146,0.11853054,alt.atheism
