,text,target,vectorized
510,"['stone', 'derose', 'geometric', 'characterization', 'parametric', 'cubic', 'curves', 'acm', 'trans', 'graphics', 'manocha', 'canny', 'detecting', 'cusps', 'inflection', 'points', 'curves', 'computer', 'aided', 'geometric', 'design']",comp.graphics,"[-0.2814174   0.37538216 -0.03411539  0.19179624  0.18463627 -0.00105013
 -0.10166244  0.31933576 -0.22075306  0.30666164 -0.3124676  -0.30668038
 -0.16642268 -0.01456772  0.03583467 -0.0381592   0.12357676 -0.19487394
  0.14966977 -0.2821885   0.16913904  0.14309114  0.0659994  -0.12312524
  0.22511634  0.21106309 -0.21713558 -0.40105104 -0.08531381 -0.05061014
  0.56869555 -0.00905617  0.07814931 -0.19552036 -0.13424608  0.10940543
 -0.14989553 -0.04563613 -0.03574805 -0.44912213  0.22801043 -0.07227072
 -0.1397392   0.11253145 -0.146109   -0.1781302  -0.30681816  0.15760206
  0.16483353  0.12065542  0.22339658 -0.20956236 -0.07350081  0.20878369
  0.09048717  0.2804792   0.1328686  -0.13422015 -0.29012606  0.18481217
  0.15222833  0.21052581 -0.19836864  0.12352174 -0.10799677  0.15003426
  0.0665195   0.23386154 -0.05814734  0.2721842  -0.13587554  0.12506527
  0.17251852  0.04052906  0.27777442  0.14994773  0.17525205 -0.01687398
 -0.00848605 -0.2778401  -0.1810344  -0.16881639 -0.19557376  0.39449662
 -0.01656846 -0.1370218  -0.03473932  0.32205126  0.20096444 -0.07929605
  0.19565068  0.14932333  0.16528866  0.03637199  0.06216142  0.27041078
 -0.0027952  -0.19825159 -0.01688764  0.08724832]"
511,"['hi', 'subject', 'says', 'pd', 'viewer', 'gl', 'files', 'thanks']",comp.graphics,"[-0.461416    0.61307883 -0.10615514  0.2791262   0.30835366  0.07487579
 -0.18639378  0.35821375 -0.2938893   0.5114937  -0.5160117  -0.4030784
 -0.25269705 -0.04294605  0.05064188 -0.09082584  0.21640843 -0.29078245
  0.21445988 -0.331083    0.22608134  0.23061383  0.07159075 -0.11671214
  0.41957524  0.32033515 -0.27386633 -0.69562006 -0.14695357 -0.07841438
  0.9100629   0.01482044  0.05904845 -0.32587355 -0.2979199   0.13882054
 -0.2698648  -0.00639312  0.01941584 -0.62464124  0.4029104  -0.08376255
 -0.13253483  0.13482904 -0.25338322 -0.25131664 -0.46362594  0.26602572
  0.26889402  0.1468267   0.35004562 -0.31487924 -0.08728948  0.29957575
  0.16195837  0.44742903  0.17414847 -0.20439711 -0.42520204  0.21973284
  0.207373    0.32729292 -0.28942013  0.22005987 -0.08370343  0.19342797
  0.11956374  0.37365395 -0.0629461   0.37658575 -0.22213113  0.12541811
  0.24863385  0.06757582  0.40680844  0.22168665  0.2610815  -0.02962905
  0.0571514  -0.45518374 -0.30707607 -0.3395033  -0.31330228  0.5735238
  0.02094602 -0.25462106 -0.045779    0.50447947  0.2917222  -0.16133907
  0.21232381  0.2414963   0.22451681  0.00767134 -0.00961533  0.40854985
  0.01088244 -0.23753993 -0.04651351  0.11248025]"
512,"['file', 'contents', 'listings', 'knowledge', 'media', 'resource', 'library', 'graphics', 'knowledge', 'media', 'resource', 'library', 'audio']",comp.graphics,"[-0.36460546  0.48154774 -0.05999913  0.22842766  0.23797561  0.0371073
 -0.14002363  0.32384643 -0.25581935  0.39703524 -0.40849695 -0.33565
 -0.20759684 -0.02716493  0.04369752 -0.06741569  0.16331874 -0.23368753
  0.17535473 -0.29861748  0.18721135  0.17411672  0.06626617 -0.11218742
  0.31711787  0.25914913 -0.2347064  -0.5308773  -0.11388727 -0.06447984
  0.7259946   0.01270418  0.05752332 -0.24774422 -0.20361619  0.11655966
 -0.2030821  -0.02630248 -0.00538998 -0.5264209   0.30924883 -0.08186809
 -0.1296518   0.11763623 -0.19170587 -0.21887343 -0.3761679   0.21151328
  0.22568208  0.12800601  0.2833777  -0.25255594 -0.07237156  0.23869886
  0.11695612  0.3548642   0.14787091 -0.16359995 -0.34631583  0.19768983
  0.17746483  0.2647333  -0.24034399  0.16277152 -0.09123016  0.15727706
  0.09493881  0.29909095 -0.05270612  0.31321195 -0.18103968  0.1233596
  0.2015674   0.05628837  0.33039817  0.1786698   0.21065487 -0.01614449
  0.03096294 -0.36125317 -0.23447846 -0.25598556 -0.25055483  0.46475327
  0.00205116 -0.19493532 -0.03808835  0.3981459   0.23801263 -0.11668476
  0.19545679  0.18943055  0.1809633   0.02248391  0.02481261  0.32313547
  0.00982894 -0.21702437 -0.02491832  0.09195087]"
513,"['thanks', 'work', 'needed', 'thanks']",comp.graphics,"[-6.6740394e-01  9.0241545e-01 -2.6713219e-01  3.2716689e-01
  4.6984845e-01  2.6300997e-01 -3.2843488e-01  1.4384684e-01
 -2.8861678e-01  7.7540058e-01 -7.7279365e-01 -3.6243016e-01
 -3.2379395e-01 -8.8771187e-02  8.5512206e-02 -1.9118544e-01
  3.2590669e-01 -3.3627892e-01  2.2543360e-01 -1.7316003e-01
  2.0756605e-01  3.4035230e-01  8.0334954e-05  2.6986081e-02
  7.4382275e-01  3.8494515e-01 -1.9035409e-01 -1.1147996e+00
 -2.4756745e-01 -9.8960884e-02  1.3251053e+00  7.7289499e-02
 -7.4093379e-02 -4.6927977e-01 -5.8523399e-01  1.1696722e-01
 -4.2931896e-01  1.3316238e-01  2.3296326e-01 -6.5427184e-01
  6.4617062e-01 -3.3500757e-02  3.1155888e-02  7.5442396e-02
 -4.1331977e-01 -2.5220552e-01 -5.9505224e-01  4.1563874e-01
  4.0974954e-01  6.9497250e-02  4.6412811e-01 -3.8329136e-01
 -3.4131743e-02  3.5443002e-01  2.7190045e-01  6.5980673e-01
  1.7008685e-01 -2.3842253e-01 -4.9854550e-01  1.3908342e-01
  2.5198409e-01  4.5985460e-01 -3.8088256e-01  4.0013537e-01
  8.8363737e-02  1.5830311e-01  1.9725595e-01  5.3644311e-01
 -4.1267183e-03  3.8149622e-01 -3.2474285e-01 -1.5520249e-03
  2.4744910e-01  1.1942963e-01  4.7574967e-01  2.7075005e-01
  3.2300055e-01 -2.2680892e-02  2.4681279e-01 -6.5922165e-01
 -4.4080994e-01 -6.2767625e-01 -4.2825326e-01  6.9305539e-01
  1.6949195e-01 -4.1964531e-01 -5.0944578e-02  6.7051226e-01
  3.7080142e-01 -2.7711231e-01  6.8815626e-02  3.2540274e-01
  2.1964531e-01 -1.2117083e-01 -2.4442507e-01  5.0711602e-01
  6.0001168e-02 -1.6888016e-01 -9.3604028e-02  7.7052049e-02]"
514,"['howdy', 'wondering', 'people', 'could', 'opinions', 'various', 'graphics', 'viewers', 'available', 'working', 'project', 'set', 'scanner', 'write', 'documentation', 'use', 'would', 'nice', 'snazzy', 'image', 'viewer', 'look', 'maybe', 'even', 'edit', 'image', 'scanned', 'file', 'formats', 'looking', 'gif', 'jpeg', 'tiff', 'pcx', 'whatever', 'file', 'formats', 'thanks', 'lot', 'help', 'grant']",comp.graphics,"[-0.51024014  0.6869657  -0.13606553  0.29216877  0.34732777  0.14088067
 -0.20774284  0.27574578 -0.293077    0.5794186  -0.58914983 -0.36739302
 -0.2757418  -0.06178987  0.05511617 -0.12047981  0.2414685  -0.300503
  0.21688285 -0.28455034  0.20612149  0.2549386   0.05123548 -0.07468589
  0.5066777   0.33007178 -0.2467025  -0.79766303 -0.17472917 -0.08210238
  1.0325936   0.04682497 -0.00360451 -0.3516017  -0.36837465  0.12489237
 -0.3122652   0.03524358  0.08821281 -0.63346857  0.46434364 -0.0770817
 -0.08895402  0.11555696 -0.2959623  -0.26053995 -0.4934755   0.3026766
  0.31751004  0.10833454  0.38554552 -0.32388496 -0.06823539  0.29968262
  0.17531613  0.50278425  0.16291651 -0.21737641 -0.44398987  0.19725475
  0.22025642  0.36247835 -0.31025076  0.26190042 -0.02593537  0.17023322
  0.13552941  0.42218056 -0.03038018  0.36789984 -0.25742343  0.09415275
  0.23093493  0.09040426  0.41821367  0.22262107  0.27989328 -0.01803853
  0.12215105 -0.5072902  -0.33117014 -0.4274809  -0.34950715  0.5886742
  0.05818688 -0.30723864 -0.04340426  0.5369548   0.31217498 -0.19621599
  0.16096827  0.26337475  0.21361786 -0.02828118 -0.07765823  0.4168413
  0.03388901 -0.21502118 -0.05370599  0.09744656]"
515,"['program', 'called', 'graphic', 'workshop', 'ftp', 'wuarchive', 'file', 'directory', 'called', 'program', 'od', 'everthing', 'need']",comp.graphics,"[-0.5295171   0.7133692  -0.15023388  0.28508446  0.368114    0.17564632
 -0.21397036  0.22122389 -0.28844005  0.60851294 -0.619347   -0.33942237
 -0.28246197 -0.06766893  0.05848384 -0.13467069  0.2507453  -0.30642778
  0.21886158 -0.24548046  0.18483566  0.26257825  0.03526864 -0.04678431
  0.5474189   0.339241   -0.22035559 -0.8413174  -0.19109131 -0.08225161
  1.089214    0.06717095 -0.035599   -0.3717246  -0.40424046  0.1156128
 -0.32451534  0.0695056   0.13059285 -0.6242729   0.50456    -0.06960907
 -0.05599147  0.10041831 -0.3126799  -0.26042837 -0.5020207   0.333644
  0.34720615  0.08437163  0.4130192  -0.31393793 -0.04859114  0.29302055
  0.18319385  0.5247412   0.15663268 -0.20505905 -0.44448045  0.17888123
  0.21391173  0.38041463 -0.3268179   0.286543    0.01255698  0.15594469
  0.14593302  0.44762054 -0.00960616  0.35399184 -0.27950218  0.05876191
  0.21900988  0.09668783  0.41336134  0.21798594  0.2811348  -0.00453738
  0.15561615 -0.5204287  -0.35078904 -0.47023833 -0.35646296  0.58230543
  0.08414564 -0.3300576  -0.0342157   0.5584352   0.31791252 -0.20633031
  0.13377507  0.2764978   0.20679462 -0.0484377  -0.12389657  0.4113046
  0.05043098 -0.19808207 -0.04950503  0.08434078]"
516,"['otis', 'project', 'operative', 'term', 'stimulate', 'file', 'last', 'updated', 'purpose', 'distributing', 'original', 'artwork', 'photographs', 'network', 'public', 'perusal', 'scrutiny', 'distribution', 'digital', 'immortality', 'basic', 'idea', 'behind', 'digital', 'immortality', 'computer', 'networks', 'stay', 'anything', 'interesting', 'deposit', 'around', 'gifs', 'jpgs', 'today', 'artifacts', 'digital', 'future', 'perhaps', 'put', 'different', 'formats', 'perhaps', 'surviving', 'backup', 'tapes', 'someone', 'dig', 'interest', 'otis', 'also', 'offers', 'forum', 'critique', 'exhibition', 'works', 'virtual', 'art', 'gallery', 'never', 'closes', 'exists', 'information', 'dimension', 'submissions', 'hang', 'wallpaper', 'thousands', 'glowing', 'monitors', 'suddenly', 'life', 'breathed', 'work', 'merit', 'stimulus', 'travel', 'globe', 'pulses', 'light', 'electrons', 'spectators', 'welcome', 'also', 'feel', 'free', 'browse', 'gallery', 'let', 'artists', 'know', 'think', 'efforts', 'keep', 'copies', 'images', 'look', 'got', 'gumption', 'otis', 'currently', 'two', 'ftp', 'sites', 'uwi', 'site', 'sunsite', 'also', 'gopher', 'site', 'otis', 'well', 'merely', 'anonymous', 'ftp', 'either', 'site', 'internet', 'change', 'appropriate', 'directory', 'forget', 'get', 'busy', 'use', 'bin', 'command', 'make', 'sure', 'binary', 'otis', 'also', 'spreading', 'bbs', 'systems', 'around', 'north', 'america', 'following', 'systems', 'substancial', 'supply', 'otistuff', 'underground', 'cafe', 'omaha', 'lines', 'cyberden', 'sanfran', 'usenet', 'contribute', 'happens', 'draw', 'pretty', 'picture', 'take', 'lovely', 'photo', 'get', 'scanned', 'image', 'file', 'either', 'directory', 'use', 'uuencode', 'send', 'email', 'addresses', 'eof', 'email', 'image', 'received', 'put', 'correct', 'directory', 'computer', 'originated', 'works', 'also', 'welcome', 'otis', 'directories', 'house', 'two', 'types', 'image', 'files', 'gif', 'jpg', 'gif', 'jpg', 'files', 'require', 'oddly', 'enough', 'gif', 'jpg', 'viewer', 'see', 'viewers', 'available', 'types', 'computers', 'large', 'ftp', 'sites', 'around', 'internet', 'jpg', 'viewers', 'bit', 'tougher', 'find', 'ca', 'find', 'one', 'gif', 'viewer', 'obtain', 'conversion', 'program', 'change', 'jpg', 'files', 'standard', 'gif', 'format', 'otis', 'also', 'accepts', 'animation', 'files', 'submit', 'image', 'files', 'please', 'send', 'email', 'time', 'stating', 'information', 'uploaded', 'whether', 'used', 'publications', 'projects', 'merely', 'people', 'view', 'also', 'include', 'biographical', 'information', 'contributing', 'artist', 'works', 'also', 'upload', 'info', 'instead', 'emailing', 'pictures', 'scanner', 'hope', 'merely', 'send', 'copies', 'otis', 'project', 'po', 'bx', 'omaha', 'ne', 'either', 'scan', 'get', 'someone', 'scan', 'include', 'ample', 'sase', 'want', 'stuff', 'back', 'also', 'include', 'information', 'image', 'preferably', 'line', 'description', 'image', 'include', 'infofile', 'directory', 'finally', 'put', 'preferences', 'images', 'named', 'include', 'well', 'conversely', 'scanner', 'would', 'like', 'help', 'please', 'contact', 'arrange', 'things', 'want', 'submit', 'works', 'disk', 'merely', 'send', 'disk', 'address', 'want', 'disk', 'back', 'good', 'people', 'direct', 'access', 'encoders', 'ftp', 'access', 'scanner', 'accept', 'disks', 'either', 'mac', 'ibm', 'compatible', 'format', 'possible', 'please', 'submit', 'image', 'files', 'gif', 'jpg', 'ca', 'convert', 'formats', 'rather', 'senders', 'request', 'also', 'fill', 'disks', 'much', 'otis', 'stand', 'even', 'stuff', 'contribute', 'send', 'blank', 'disk', 'sase', 'disk', 'postage', 'packing', 'get', 'megabytes', 'files', 'growing', 'email', 'current', 'archive', 'size', 'directory', 'distribution', 'images', 'distributed', 'otis', 'project', 'may', 'distributed', 'freely', 'condition', 'original', 'filename', 'kept', 'altered', 'way', 'save', 'convert', 'one', 'image', 'format', 'another', 'fact', 'encourage', 'files', 'distributed', 'local', 'bulletin', 'boards', 'could', 'please', 'transport', 'appropriate', 'text', 'files', 'along', 'images', 'would', 'also', 'nice', 'send', 'note', 'post', 'images', 'otis', 'local', 'bbs', 'want', 'keep', 'track', 'participants', 'idea', 'widespread', 'stuff', 'purpose', 'otis', 'get', 'images', 'spread', 'much', 'possible', 'time', 'please', 'upload', 'favorite', 'bbs', 'system', 'even', 'post', 'would', 'keen', 'use', 'want', 'use', 'works', 'find', 'otis', 'directory', 'check', 'see', 'permission', 'granted', 'stipulations', 'permission', 'free', 'copy', 'publication', 'full', 'address', 'credit', 'either', 'find', 'file', 'image', 'series', 'images', 'artists', 'directory', 'artists', 'name', 'permission', 'explicitly', 'given', 'contact', 'artist', 'ask', 'info', 'available', 'email', 'get', 'contact', 'artist', 'give', 'contact', 'information', 'use', 'permitted', 'work', 'always', 'courteous', 'let', 'artist', 'know', 'perhaps', 'even', 'send', 'free', 'copy', 'compensation', 'files', 'naming', 'images', 'please', 'keep', 'names', 'files', 'dos', 'format', 'means', 'keep', 'filename', 'eight', 'characters', 'less', 'way', 'usually', 'use', 'initials', 'artist', 'plus', 'three', 'four', 'digit', 'code', 'series', 'images', 'plus', 'series', 'number', 'thus', 'fifth', 'mechanical', 'drawing', 'would', 'something', 'like', 'etc', 'keeping', 'names', 'characters', 'assures', 'filename', 'remain', 'intact', 'systems', 'creating', 'image', 'files', 'creating', 'image', 'files', 'sure', 'least', 'include', 'name', 'somewhere', 'picture', 'gives', 'people', 'reference', 'case', 'like', 'contact', 'may', 'also', 'want', 'include', 'title', 'address', 'information', 'like', 'people', 'know', 'hmmm', 'guidelines', 'added', 'needed', 'input', 'expected', 'disclaimer', 'otis', 'project', 'connection', 'church', 'otis', 'sumerian', 'deity', 'followers', 'pope', 'priest', 'ezine', 'administrator', 'take', 'sacrifices', 'donations', 'however', 'disclaimer', 'otis', 'project', 'distribution', 'original', 'image', 'files', 'files', 'go', 'public', 'large', 'possible', 'form', 'someone', 'could', 'unscrupulously', 'use', 'images', 'financial', 'gain', 'unless', 'given', 'permission', 'illegal', 'otis', 'takes', 'responsibility', 'simple', 'terms', 'rights', 'revert', 'leave', 'image', 'otis', 'give', 'permission', 'viewed', 'copied', 'distributed', 'electronically', 'want', 'images', 'distributed', 'upload', 'leave', 'image', 'otis', 'giving', 'permission', 'used', 'publication', 'broadcast', 'incurs', 'profit', 'includes', 'limited', 'magazines', 'newsletters', 'software', 'clothing', 'etc', 'must', 'give', 'specific', 'permission', 'sort', 'usage', 'remember', 'operative', 'term', 'stimulate', 'know', 'people', 'interested', 'sort', 'thing', 'get', 'involved', 'booty', 'offer', 'free', 'food', 'whatever', 'ed', 'ed']",comp.graphics,"[-0.45770457  0.61299944 -0.1149654   0.27054983  0.31549844  0.10280499
 -0.18739353  0.3033024  -0.27947623  0.5178537  -0.52492654 -0.36469308
 -0.25324005 -0.05209893  0.05416522 -0.09485961  0.2141117  -0.280438
  0.20389014 -0.29468414  0.20241202  0.22837709  0.05872812 -0.09436404
  0.43871433  0.311916   -0.2481721  -0.70290303 -0.15315785 -0.07710902
  0.9225283   0.02635077  0.02841812 -0.3166628  -0.30834442  0.12207688
 -0.27457422  0.01378441  0.05064102 -0.59566814  0.40760174 -0.07671488
 -0.11080898  0.12312926 -0.26496974 -0.24180253 -0.4536402   0.27155408
  0.2767734   0.12475128  0.34898424 -0.30364668 -0.07313575  0.28796595
  0.15863138  0.44958135  0.15827526 -0.19638526 -0.41582608  0.2051683
  0.20320356  0.3268331  -0.281832    0.22843549 -0.05152078  0.16740863
  0.12077508  0.37644228 -0.04143489  0.35223335 -0.22729367  0.10655084
  0.22276808  0.07534657  0.3882185   0.20573826  0.25721034 -0.02375133
  0.08544206 -0.4591194  -0.3001171  -0.3594382  -0.31292352  0.55075455
  0.03188664 -0.26301396 -0.04750478  0.4891784   0.28492108 -0.16925046
  0.17879799  0.24024013  0.2084526  -0.00815336 -0.03886024  0.38851082
  0.02137508 -0.21570987 -0.04850264  0.09871095]"
517,"['group', 'recently', 'bought', 'mitsubishi', 'video', 'printer', 'could', 'use', 'help', 'bought', 'thing', 'parallel', 'data', 'input', 'addition', 'usual', 'video', 'signal', 'inputs', 'claimed', 'print', 'gray', 'level', 'images', 'however', 'manual', 'came', 'describes', 'format', 'parallel', 'data', 'print', 'images', 'initial', 'problems', 'parallel', 'interface', 'thing', 'running', 'parallel', 'port', 'workstation', 'print', 'images', 'fine', 'called', 'mitsubishi', 'people', 'asked', 'level', 'claim', 'said', 'available', 'used', 'video', 'signal', 'inputs', 'mentioned', 'sales', 'literature', 'however', 'say', 'level', 'images', 'parallel', 'mode', 'information', 'program', 'would', 'call', 'japan', 'etc', 'frankly', 'find', 'hard', 'believe', 'thing', 'images', 'video', 'source', 'ca', 'store', 'memory', 'like', 'memory', 'expensive', 'anybody', 'information', 'getting', 'even', 'images', 'thing', 'would', 'greatly', 'appreciate', 'sending', 'thanks']",comp.graphics,"[-0.48467535  0.64720315 -0.12050789  0.288103    0.3356808   0.10373826
 -0.2023164   0.33155406 -0.29880416  0.54575545 -0.5546898  -0.39198023
 -0.26786226 -0.05393554  0.06297699 -0.09551865  0.21953622 -0.2941538
  0.2161329  -0.31928217  0.22062884  0.24075434  0.06217031 -0.10216668
  0.45961875  0.33055094 -0.2666182  -0.7444611  -0.1616506  -0.08379757
  0.97305167  0.02127098  0.03655522 -0.33338714 -0.31990498  0.12829046
 -0.29182917  0.01167643  0.04845828 -0.6302641   0.42807838 -0.08376618
 -0.12462866  0.13660137 -0.28180912 -0.2575696  -0.48255527  0.2845445
  0.29167178  0.13983205  0.365621   -0.32496986 -0.08086368  0.3083838
  0.16903363  0.47629085  0.16695692 -0.2074954  -0.44192985  0.22426581
  0.21963362  0.3450333  -0.29716513  0.2394527  -0.05756061  0.17998275
  0.12651575  0.39582872 -0.04490108  0.37509102 -0.23959978  0.11665121
  0.23735017  0.08040866  0.41184494  0.2208069   0.27470747 -0.027784
  0.08819094 -0.48480958 -0.3198247  -0.37521407 -0.32988164  0.58678085
  0.0307357  -0.27121642 -0.05261545  0.5190832   0.30697697 -0.17859733
  0.19276303  0.25670022  0.2242569  -0.00542757 -0.03388002  0.4200968
  0.02077942 -0.23235431 -0.04978327  0.10380147]"
518,"['anybody', 'point', 'utility', 'display', 'hdf', 'image', 'files', 'look', 'hdf', 'stuff', 'ncsa', 'must', 'take', 'award', 'odd', 'directory', 'structure', 'strange', 'storage', 'approaches', 'minimalist', 'documentation', 'part', 'problem', 'want', 'look', 'large', 'hdf', 'files', 'crop', 'section', 'ideally', 'would', 'like', 'hdftoppm', 'type', 'utility', 'use', 'pbmplus', 'stuff', 'quite', 'merrily', 'convert', 'cropped', 'part', 'another', 'format', 'otherwise', 'someone', 'please', 'explain', 'set', 'ncsa', 'visualisation', 'hdf', 'suns', 'sunos', 'help', 'greatly', 'appreciated', 'muchly', 'cheers', 'buchhorn', 'parallel', 'computing', 'research', 'facility', 'email', 'australian', 'national', 'university', 'canberra', 'australia', 'international', 'australia', 'phone', 'fax']",comp.graphics,"[-0.42041492  0.5632165  -0.10154275  0.2510107   0.28975642  0.08048174
 -0.17141081  0.307006   -0.268905    0.4737578  -0.48017934 -0.35284543
 -0.2325306  -0.04693026  0.05142012 -0.08065291  0.19605437 -0.26167795
  0.19276991 -0.29326886  0.19543393  0.21135092  0.0602804  -0.1014805
  0.39261323  0.29186377 -0.24315217 -0.64064854 -0.1372764  -0.07310545
  0.8439972   0.01730833  0.04122164 -0.29112035 -0.2722034   0.11978266
 -0.25184715  0.00149356  0.02900478 -0.56285053  0.36931548 -0.07633606
 -0.11837418  0.12362991 -0.24010418 -0.22829369 -0.42415735  0.24529001
  0.24861272  0.12754983  0.32252306 -0.28623357 -0.07527208  0.27107623
  0.14384644  0.41275108  0.15093043 -0.18561946 -0.39009988  0.20167568
  0.18915921  0.2995682  -0.26376715  0.20394342 -0.06222852  0.1655432
  0.11171371  0.34430102 -0.04698529  0.33543625 -0.20880449  0.1102972
  0.21457504  0.0682385   0.36395815  0.19552024  0.2399903  -0.02387213
  0.06497911 -0.42032146 -0.27691865 -0.3191211  -0.28737396  0.51771885
  0.0201079  -0.23534283 -0.04454153  0.45326537  0.26748854 -0.15300503
  0.18237637  0.22297134  0.20155822  0.00184091 -0.01680391  0.3666632
  0.01505942 -0.21094368 -0.04393178  0.09742481]"
519,"['well', 'since', 'discussed', 'take', 'liberty', 'reprinting', 'without', 'permission', 'sue', 'reprint', 'interesting', 'discussion', 'topic', 'snip', 'snip', 'give', 'man', 'fish', 'eat', 'one', 'day', 'give', 'man', 'fishing', 'rod', 'laze', 'around', 'fishing', 'never', 'anything', 'mind', 'reprint', 'without', 'permission', 'sue', 'relevant', 'information', 'posted', 'years', 'ago', 'problem', 'note', 'early', 'use', 'postscript', 'technology', 'predating', 'many', 'year', 'papers', 'listed', 'april', 'siggraph', 'program', 'announcement', 'posted', 'days', 'ago', 'eric', 'intersection', 'line', 'polygon', 'undecidable', 'deb', 'newsgroups', 'keywords', 'np', 'jordan', 'curve', 'separation', 'ursyhon', 'metrization', 'theorem', 'organization', 'program', 'computer', 'graphics', 'think', 'difficult', 'problem', 'start', 'lines', 'polygons', 'sets', 'contain', 'uncountable', 'number', 'points', 'ideas', 'first', 'need', 'check', 'line', 'polygon', 'separated', 'curve', 'separation', 'theorem', 'says', 'polygon', 'divides', 'plane', 'exactly', 'two', 'open', 'thus', 'regions', 'thus', 'line', 'lies', 'completely', 'inside', 'polygon', 'line', 'lies', 'completely', 'outside', 'polygon', 'possibly', 'rarely', 'happen', 'line', 'intersects', 'polyon', 'phrasing', 'question', 'says', 'line', 'intersects', 'polygon', 'decision', 'problem', 'one', 'possibility', 'decision', 'model', 'approach', 'reduce', 'question', 'well', 'known', 'problem', 'try', 'solve', 'answer', 'gives', 'answer', 'original', 'decision', 'problem', 'recent', 'years', 'many', 'geometric', 'problems', 'successfully', 'modeled', 'new', 'language', 'called', 'postscript', 'see', 'postscript', 'language', 'adobe', 'systems', 'incorporated', 'isbn', 'given', 'line', 'polygon', 'write', 'postscript', 'program', 'draws', 'line', 'polygon', 'outputs', 'answer', 'output', 'mean', 'program', 'executes', 'command', 'called', 'showpage', 'actually', 'prints', 'page', 'paper', 'containing', 'line', 'polygon', 'quick', 'examination', 'paper', 'provides', 'answer', 'reduced', 'problem', 'thus', 'original', 'problem', 'two', 'small', 'problems', 'approach', 'infinite', 'number', 'ways', 'encode', 'reduced', 'problem', 'forced', 'invoke', 'axiom', 'choice', 'equivalently', 'zorn', 'lemma', 'use', 'axiom', 'choice', 'regarded', 'serious', 'light', 'days', 'importantly', 'question', 'arises', 'whether', 'postscript', 'program', 'actually', 'output', 'piece', 'paper', 'words', 'halt', 'postscript', 'expressive', 'enough', 'encode', 'everything', 'turing', 'machine', 'might', 'thus', 'halting', 'problem', 'postscript', 'undecidable', 'quite', 'possible', 'original', 'problem', 'turn', 'undecidable', 'wo', 'even', 'begin', 'go', 'difficulties', 'aliasing', 'finite', 'precision', 'running', 'ink', 'paper', 'couple', 'references', 'might', 'principia', 'mathematica', 'newton', 'cambridge', 'university', 'press', 'cambridge', 'england', 'sorry', 'isbn', 'introduction', 'automata', 'theory', 'languages', 'computation', 'programming', 'language', 'tale', 'two', 'cities', 'td', 'tom', 'duff', 'summary', 'overkill', 'organization', 'bell', 'laboratories', 'murray', 'hill', 'nj', 'situation', 'nearly', 'bleak', 'suggests', 'know', 'better', 'hung', 'around', 'labs', 'long', 'enough', 'well', 'known', 'reduction', 'see', 'dobbin', 'comp', 'obfusc', 'ii', 'pp', 'lemma', 'intersection', 'reduced', 'hamiltonian', 'circuit', 'without', 'use', 'bases', 'lpi', 'coin', 'acronym', 'probably', 'besides', 'longer', 'problem', 'delivered', 'since', 'able', 'complete', 'infinite', 'loop', 'milliseconds', 'well', 'sure', 'worse', 'restrict', 'case', 'line', 'satisfies', 'condition', 'second', 'derivative', 'think', 'siggraph', 'paper', 'caltech', 'deals']",comp.graphics,"[-0.39483598  0.52586544 -0.08338781  0.24960278  0.27332154  0.05397157
 -0.16265257  0.34760094 -0.2702688   0.44153377 -0.44949841 -0.36819014
 -0.22800669 -0.03827179  0.05278313 -0.06341565  0.17990986 -0.2570325
  0.19164108 -0.31781527  0.204947    0.1976689   0.06732988 -0.12137005
  0.35139152  0.2847123  -0.25611192 -0.5906803  -0.12589093 -0.0723139
  0.7934585   0.00110589  0.06469952 -0.27316028 -0.23204012  0.12471376
 -0.23228475 -0.02304742 -0.00185024 -0.56057113  0.33730265 -0.08264084
 -0.14551453  0.13560836 -0.22329962 -0.22773136 -0.41289392  0.22808807
  0.22994445  0.14782685  0.30538982 -0.28387654 -0.08427911  0.27223217
  0.13417907  0.3882984   0.15399463 -0.17887747 -0.38505548  0.21848583
  0.18949942  0.28361562 -0.25002426  0.18266112 -0.08716301  0.17008887
  0.10084341  0.32363144 -0.05409386  0.3389397  -0.19289811  0.12891316
  0.2131497   0.06229345  0.35911548  0.19396871  0.23461464 -0.0301665
  0.03772384 -0.3983952  -0.26302478 -0.27562693 -0.2711651   0.51258427
 -0.0016338  -0.20881873 -0.04948139  0.43507597  0.25756496 -0.13683061
  0.2063836   0.21215487  0.20553079  0.01955176  0.01649588  0.36337402
  0.00479169 -0.22520988 -0.04002577  0.10232323]"
